Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64454301,03/24/2025 07:20:00 AM,03/27/2025 12:20:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10025,53 MANHATTAN AVENUE,MANHATTAN AVENUE,W 102 ST,W 103 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,03/27/2025 12:20:00 PM,07 MANHATTAN,1018360001,MANHATTAN,994410,229344,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.796166497440055,-73.96330551527491,"(40.796166497440055, -73.96330551527491)"
64447727,03/24/2025 07:16:45 AM,03/25/2025 08:02:56 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10016,30 PARK AVENUE,PARK AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",03/25/2025 12:00:00 AM,06 MANHATTAN,1008650040,MANHATTAN,989626,211836,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74811581939547,-73.98059771064828,"(40.74811581939547, -73.98059771064828)"
64446012,03/24/2025 07:05:32 AM,03/24/2025 08:25:01 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11210,2609 NOSTRAND AVENUE,NOSTRAND AVENUE,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/24/2025 08:25:06 AM,18 BROOKLYN,3076480028,BROOKLYN,999308,165501,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.620925687495806,-73.9457583776051,"(40.620925687495806, -73.9457583776051)"
64452026,03/24/2025 06:41:07 AM,03/24/2025 06:41:07 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11210,3620 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,03/24/2025 12:00:00 AM,14 BROOKLYN,3067710006,BROOKLYN,998328,162943,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61390612071512,-73.94929384671877,"(40.61390612071512, -73.94929384671877)"
64450006,03/24/2025 06:30:32 AM,03/26/2025 02:46:00 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,142 WEST  123 STREET,WEST  123 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",03/26/2025 12:00:00 AM,10 MANHATTAN,1019070052,MANHATTAN,998724,233294,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80700215106662,-73.94771629415159,"(40.80700215106662, -73.94771629415159)"
64453895,03/24/2025 06:27:32 AM,03/26/2025 02:46:00 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027,142 WEST  123 STREET,WEST  123 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",03/26/2025 12:00:00 AM,10 MANHATTAN,1019070052,MANHATTAN,998724,233294,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80700215106662,-73.94771629415159,"(40.80700215106662, -73.94771629415159)"
64449820,03/24/2025 06:24:04 AM,03/24/2025 06:47:16 AM,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,10025,2540 BROADWAY,BROADWAY,WEST   95 STREET,WEST   96 STREET,WEST   95 STREET,WEST   96 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 06:47:18 AM,07 MANHATTAN,1012437501,MANHATTAN,991958,228599,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.79412415343552,-73.97216216460275,"(40.79412415343552, -73.97216216460275)"
64449499,03/24/2025 05:40:54 AM,03/24/2025 02:25:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11210,FLATBUSH AVENUE,FLATBUSH AVENUE,EAST   31 STREET,HILLEL PLACE,,,BLOCKFACE,BROOKLYN,,N/A,Closed,,The Department of Transportation inspected this complaint and did not find the reported problem.,03/24/2025 02:25:00 PM,14 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
64447209,03/24/2025 05:37:14 AM,03/24/2025 06:28:43 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11210,994 EAST   38 STREET,EAST   38 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   38 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/24/2025 06:28:45 AM,18 BROOKLYN,3075830062,BROOKLYN,1000980,169105,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63081490928301,-73.9397266021456,"(40.63081490928301, -73.9397266021456)"
64452369,03/24/2025 04:52:44 AM,03/24/2025 06:16:48 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11210,1655 FLATBUSH AVENUE,FLATBUSH AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,03/24/2025 12:00:00 AM,18 BROOKLYN,3075790010,BROOKLYN,999584,168842,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63009555648367,-73.94475658643252,"(40.63009555648367, -73.94475658643252)"
64452478,03/24/2025 04:33:47 AM,03/25/2025 10:20:39 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,330 WEST   95 STREET,WEST   95 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",03/25/2025 12:00:00 AM,07 MANHATTAN,1012530041,MANHATTAN,991197,228948,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79508269493676,-73.97491019376804,"(40.79508269493676, -73.97491019376804)"
64451183,03/24/2025 03:46:15 AM,03/24/2025 06:42:42 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210,1416 NEW YORK AVENUE,NEW YORK AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,NEW YORK AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/24/2025 06:42:47 AM,17 BROOKLYN,3049950030,BROOKLYN,999427,171774,PHONE,Unspecified,BROOKLYN,,,,,,,,40.638143542877394,-73.94531561201252,"(40.638143542877394, -73.94531561201252)"
64450151,03/24/2025 02:38:24 AM,03/25/2025 04:45:51 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,192 CLAREMONT AVENUE,CLAREMONT AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,03/25/2025 12:00:00 AM,09 MANHATTAN,1019930102,MANHATTAN,995288,236188,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81495033685791,-73.96012322412237,"(40.81495033685791, -73.96012322412237)"
64453409,03/24/2025 02:38:16 AM,03/24/2025 03:16:44 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10027,18 MT MORRIS PARK WEST,MT MORRIS PARK WEST,WEST  121 STREET,WEST  122 STREET,WEST  121 STREET,WEST  122 STREET,ADDRESS,NEW YORK,MOUNT MORRIS PARK WEST,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 03:16:46 AM,11 MANHATTAN,1017190001,MANHATTAN,999341,232509,ONLINE,Marcus Garvey Park,MANHATTAN,,,,,,,,40.80484651053699,-73.94548930106254,"(40.80484651053699, -73.94548930106254)"
64454652,03/24/2025 02:28:25 AM,03/24/2025 02:45:01 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10025,953 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST  106 STREET,WEST  107 STREET,WEST  106 STREET,WEST  107 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/24/2025 02:45:41 AM,07 MANHATTAN,1018420062,MANHATTAN,994628,230633,MOBILE,Unspecified,MANHATTAN,Car,,,,,,,40.79970419796749,-73.96251618096912,"(40.79970419796749, -73.96251618096912)"
64437329,03/24/2025 01:32:21 AM,03/24/2025 02:21:30 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11210,1368 FLATBUSH AVENUE,FLATBUSH AVENUE,EAST   26 STREET,EAST   26 STREET,EAST   26 STREET,EAST   26 STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 02:21:38 AM,14 BROOKLYN,3052260024,BROOKLYN,997544,171359,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.637007482919444,-73.9521010827831,"(40.637007482919444, -73.9521010827831)"
64439855,03/24/2025 01:28:39 AM,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10016,26 EAST   33 STREET,EAST   33 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   33 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",03/24/2025 12:13:58 PM,05 MANHATTAN,1008627504,MANHATTAN,988769,211499,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.747191318615066,-73.98369089869209,"(40.747191318615066, -73.98369089869209)"
64445078,03/24/2025 01:22:39 AM,03/24/2025 01:41:06 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11210,1416 NEW YORK AVENUE,NEW YORK AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,NEW YORK AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 01:41:08 AM,17 BROOKLYN,3049950030,BROOKLYN,999427,171774,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.638143542877394,-73.94531561201252,"(40.638143542877394, -73.94531561201252)"
64446441,03/24/2025 01:22:11 AM,03/26/2025 03:34:58 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,2670 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",03/26/2025 12:00:00 AM,07 MANHATTAN,1018730042,MANHATTAN,992783,230086,PHONE,Unspecified,MANHATTAN,,,,,,,,40.798204806502795,-73.96918074577617,"(40.798204806502795, -73.96918074577617)"
64437937,03/24/2025 01:14:34 AM,03/24/2025 01:19:01 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,41 ST NICHOLAS TERRACE,ST NICHOLAS TERRACE,WEST  129 STREET,WEST  130 STREET,WEST  129 STREET,WEST  130 STREET,ADDRESS,NEW YORK,ST NICHOLAS TERRACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/24/2025 01:19:04 AM,09 MANHATTAN,1019690040,MANHATTAN,997741,235720,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81366240227156,-73.95126225932395,"(40.81366240227156, -73.95126225932395)"
64446379,03/24/2025 01:13:10 AM,03/26/2025 03:34:58 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,2670 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",03/26/2025 12:00:00 AM,07 MANHATTAN,1018730042,MANHATTAN,992783,230086,PHONE,Unspecified,MANHATTAN,,,,,,,,40.798204806502795,-73.96918074577617,"(40.798204806502795, -73.96918074577617)"
64437335,03/24/2025 01:10:43 AM,03/24/2025 03:41:37 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10016,11 EAST   32 STREET,EAST   32 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   32 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/24/2025 03:41:42 AM,05 MANHATTAN,1008620011,MANHATTAN,988478,211372,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74684287943657,-73.98474119946196,"(40.74684287943657, -73.98474119946196)"
64444009,03/24/2025 01:05:46 AM,03/24/2025 01:47:15 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10025,700 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   94 STREET,WEST   95 STREET,WEST   94 STREET,WEST   95 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/24/2025 01:47:19 AM,07 MANHATTAN,1012250029,MANHATTAN,993004,227716,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79169958270503,-73.968385633455,"(40.79169958270503, -73.968385633455)"
64441334,03/24/2025 01:02:55 AM,03/24/2025 02:02:11 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210,2021 FARRAGUT ROAD,FARRAGUT ROAD,OCEAN AVENUE,EAST   21 STREET,OCEAN AVENUE,EAST   21 STREET,ADDRESS,BROOKLYN,FARRAGUT ROAD,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/24/2025 02:02:15 AM,14 BROOKLYN,3052200001,BROOKLYN,995935,170747,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63532994216788,-73.9578994454981,"(40.63532994216788, -73.9578994454981)"
64450667,03/24/2025 12:50:00 AM,03/24/2025 01:41:00 PM,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10016,425 PARK AVENUE SOUTH,PARK AVENUE SOUTH,E 29 ST,E 30 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,03/24/2025 01:41:00 PM,05 MANHATTAN,1008850001,MANHATTAN,988818,210366,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.744081492435235,-73.98351482688908,"(40.744081492435235, -73.98351482688908)"
64437785,03/24/2025 12:17:47 AM,03/24/2025 01:40:49 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11210,1416 NEW YORK AVENUE,NEW YORK AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,NEW YORK AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 01:40:54 AM,17 BROOKLYN,3049950030,BROOKLYN,999427,171774,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.638143542877394,-73.94531561201252,"(40.638143542877394, -73.94531561201252)"
64439380,03/24/2025 12:15:41 AM,03/24/2025 03:03:22 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10016,30 EAST   30 STREET,EAST   30 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   30 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/24/2025 03:03:25 AM,05 MANHATTAN,1008590026,MANHATTAN,988536,210746,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74512463850905,-73.98453227710138,"(40.74512463850905, -73.98453227710138)"
64439049,03/24/2025 12:01:56 AM,03/24/2025 12:47:13 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10016,30 EAST   30 STREET,EAST   30 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   30 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/24/2025 12:47:15 AM,05 MANHATTAN,1008590026,MANHATTAN,988536,210746,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74512463850905,-73.98453227710138,"(40.74512463850905, -73.98453227710138)"
